entity,type,frequency
-Lerdo,LOC,1
Condescendió,LOC,1
Esquilmo,LOC,1
Palomeras,LOC,1
Heraclia,LOC,1
Castrover-de,LOC,1
Madrigall,LOC,1
Villafafila,LOC,1
Leicester,LOC,1
Aldonsa,LOC,1
Diezmaba,LOC,1
Bourges,LOC,1
Osorno,LOC,1
Civita,LOC,1
Vecchia,LOC,1
Wessel,LOC,1
Westfalia,LOC,1
Potsdam,LOC,1
Baviera,LOC,1
Raída,LOC,1
Residía,LOC,1
Borbón-Lorena,LOC,1
Normandía,LOC,1
Guyornarch,LOC,1
Erispol,LOC,1
Saint-Ouen,LOC,1
Pernies,LOC,1
Escotada,LOC,1
Pundonor,LOC,1
Poliphéme,LOC,1
Tentó,LOC,1
Rouen,LOC,1
Quemadero,LOC,1
Midyezi,LOC,1
Macumu,LOC,1
Njudsu,LOC,1
Nsano,LOC,1
Carulia,LOC,1
Viaculia,LOC,1
Niyera,LOC,1
Mizcaga,LOC,1
harén,LOC,1
Quiganza,LOC,1
Rubuca,LOC,1
Asato,LOC,1
Alstadt,LOC,1
Frotté,LOC,1
Tik-Nay,LOC,1
Ecuatoria,LOC,1
Yambuya,LOC,1
Tenerife,LOC,1
Ufipa,LOC,1
Mozambique,LOC,1
Bazungu,LOC,1
Varennes,LOC,1
Crossen,LOC,1
Calila,LOC,1
Leipzig,LOC,1
Corcubión,LOC,1
Loriga,LOC,1
Pésanme,LOC,1
Mengano,LOC,1
Urca,LOC,1
Scyla,LOC,1
Cerbera,LOC,1
Tornavacas,LOC,1
Mulhberg,LOC,1
Despertole,LOC,1
Mirole,LOC,1
Moraba,LOC,1
Chinela,LOC,1
Ceilán,LOC,1
Cabezón,LOC,1
Amábala,LOC,1
Aposentábase,LOC,1
Diósela,LOC,1
Holgaba,LOC,1
Portugalete,LOC,1
Sinople,LOC,1
Hoche,LOC,1
Pléneuf,LOC,1
Ravenheim,LOC,1
Mittau,LOC,1
Latona,LOC,1
Charette,LOC,1
Trianones,LOC,1
Resistencia,LOC,1
Brezé,LOC,1
Amohaza,LOC,1
Santaló,LOC,1
Caninia,LOC,1
Moncloa,LOC,1
Madrugué,LOC,1
Malboroug,LOC,1
Monceaux,LOC,1
Jorge-Juan,LOC,1
Fusia,LOC,1
Pirrimplín,LOC,1
Seijo,LOC,1
Cuadrado,LOC,1
Cabana,LOC,1
Leiden,LOC,1
Noreste,LOC,1
Cíclades,LOC,1
Lesbos,LOC,1
Ossa,LOC,1
Gorriya,LOC,1
Estrechaba,LOC,1
Mesopotamia,LOC,1
Puzol,LOC,1
Olla,LOC,1
Fuele,LOC,1
Platavieja,LOC,1
Algar,LOC,1
Birmania,LOC,1
Cobo,LOC,1
Fonseca,LOC,1
Ramoncillo,LOC,1
Estefanía,LOC,1
Chocaba,LOC,1
Ogigia,LOC,1
Château-Margaux,LOC,1
Fígaro,LOC,1
Asmodeo,LOC,1
Ansorena,LOC,1
Salvatierra,LOC,1
Guichón,LOC,1
Ohio,LOC,1
Aventino,LOC,1
Cambodge,LOC,1
Conchinchina,LOC,1
Tam-Sam,LOC,1
Santillana,LOC,1
Reguera,LOC,1
Meissonnier,LOC,1
Pradilla,LOC,1
Delaroche,LOC,1
Beauvais,LOC,1
Oiquina,LOC,1
Loyola,LOC,1
Urola,LOC,1
Juin-Torrea,LOC,1
Azcoitia,LOC,1
Villarreal,LOC,1
Porrque,LOC,1
Itálica,LOC,1
Córrdoba,LOC,1
Alcorrcón,LOC,1
Chinchilla,LOC,1
Château-Laffite,LOC,1
Caverna,LOC,1
Gumiel,LOC,1
Serpcosca,LOC,1
coscoja,LOC,1
Arzobispado,LOC,1
Salzburgo,LOC,1
Amasá,LOC,1
Naxos,LOC,1
Toulon,LOC,1
Malec-Adel,LOC,1
Cintias,LOC,1
Siquén,LOC,1
Amón,LOC,1
Tuva,LOC,1
Dióspolis,LOC,1
Libusa,LOC,1
Mambré,LOC,1
Mairena,LOC,1
Bajbiana,LOC,1
Estrenaba,LOC,1
Madrid—dijo,LOC,1
Sotolargo,LOC,1
Sauterne,LOC,1
Margaux,LOC,1
Espezaba,LOC,1
Navalperal,LOC,1
Gazpacho,LOC,1
Moralicen,LOC,1
Rodéanlas,LOC,1
Madariaga,LOC,1
Cortad,LOC,1
Pava,LOC,1
Mayeux,LOC,1
Tiburcia-,LOC,1
Azais,LOC,1
Tetrarca,LOC,1
Bidasoa,LOC,1
Asina,LOC,1
Distaba,LOC,1
Májimo,LOC,1
CINQ-MARS,LOC,1
LARRA,LOC,1
valdivia,LOC,1
Coronan,LOC,1
Egida,LOC,1
Yarey,LOC,1
-Chubasco,LOC,1
Portvendres,LOC,1
Villamare,LOC,1
Peru,LOC,1
Giralda-,LOC,1
Perneo,LOC,1
Notre,LOC,1
Tiburciomé,LOC,1
COLEGIO,LOC,1
Condena,LOC,1
paish,LOC,1
arambel,LOC,1
Thecel,LOC,1
L'Epée,LOC,1
Montalbán,LOC,1
Ubrique,LOC,1
Roche-Foucauld,LOC,1
Lazaroni,LOC,1
Vestia,LOC,1
Blanc,LOC,1
Saint-Gilles,LOC,1
AOSTA,LOC,1
Calvaire,LOC,1
Bordighera,LOC,1
Veragua,LOC,1
Linden,LOC,1
Córrrdoba,LOC,1
Marsellesa,LOC,1
Lyormaise,LOC,1
Mañara,LOC,1
Biarrriz,LOC,1
Morrreno,LOC,1
Iztúrrriz,LOC,1
Parrrís,LOC,1
Budapest,LOC,1
Bayaceto,LOC,1
Ispaham,LOC,1
Chambord,LOC,1
Boston,LOC,1
Alsasua,LOC,1
Vevey,LOC,1
Mata,LOC,1
Sarahíl,LOC,1
Pera,LOC,1
Medinacelis,LOC,1
Currita-,LOC,1
Generala-,LOC,1
Vime,LOC,1
Ursulina,LOC,1
Encaminéme,LOC,1
Peninsular,LOC,1
Asomaban,LOC,1
Camponegro,LOC,1
Frousac,LOC,1
Gorbea,LOC,1
Catañalzor,LOC,1
Bristol,LOC,1
Coronaba,LOC,1
Consuelo,LOC,1
Valparaíso,LOC,1
Dublín,LOC,1
Española,LOC,1
GUARDIA,LOC,1
Cartelas,LOC,1
Humilló,LOC,1
Habana-,LOC,1
Recitó,LOC,1
Terciaba,LOC,1
Obdulias,LOC,1
Artela,LOC,1
Carraspiques,LOC,1
Vegallanas,LOC,1
Lais,LOC,1
Brighton,LOC,1
Recibiole,LOC,1
Llana,LOC,1
Madrejón,LOC,1
Alcubilla,LOC,1
Metz,LOC,1
Sebastopol,LOC,1
Mandaban,LOC,1
Ronzal-,LOC,1
Calepino,LOC,1
Lindoro,LOC,1
Anita-,LOC,1
Baden,LOC,1
Abul-Casen,LOC,1
Castalia,LOC,1
Lepijo,LOC,1
Higia,LOC,1
Filis,LOC,1
Galatea,LOC,1
Serendib,LOC,1
Saba,LOC,1
Alamar,LOC,1
Nazarita,LOC,1
Montoro,LOC,1
navaja»-,LOC,1
Benamejí,LOC,1
Prouhdon,LOC,1
Catay,LOC,1
Bese,LOC,1
Dante,LOC,1
Camarena,LOC,1
Enjuto,LOC,1
Elvirita,LOC,1
Custodio-,LOC,1
Caserón,LOC,1
Magistral-,LOC,1
Pardiez,LOC,1
Suum,LOC,1
Vistalegre,LOC,1
Celonio,LOC,1
Belem,LOC,1
Suñera,LOC,1
Cautela,LOC,1
Pumarada,LOC,1
Chusquin,LOC,1
Madrugaba,LOC,1
Barinaga-,LOC,1
Guimarán,LOC,1
Tecum,LOC,1
Alleluia,LOC,1
Bethlehem,LOC,1
Orgaz-,LOC,1
Foja,LOC,1
Manterola,LOC,1
Sudaban,LOC,1
Cañedo,LOC,1
Washingtonia,LOC,1
Villafranca,LOC,1
Rectoral,LOC,1
Sevillano,LOC,1
Atenea,LOC,1
Coliseo,LOC,1
catalunga,LOC,1
Vespucio,LOC,1
Metrópoli,LOC,1
Sudaba,LOC,1
Río-Janeiro,LOC,1
Envainad,LOC,1
Guyena,LOC,1
Ugarra,LOC,1
Londoño,LOC,1
Bernueces,LOC,1
Otela,LOC,1
Colorado,LOC,1
Orchamus-,LOC,1
Pareció,LOC,1
Valcárceles,LOC,1
Champaña,LOC,1
Aragónés,LOC,1
Edgadara,LOC,1
Madagascar,LOC,1
Bañaba,LOC,1
Villana,LOC,1
Navarras,LOC,1
Escolástica,LOC,1
Circun,LOC,1
Sesma,LOC,1
Navarrería,LOC,1
Leire,LOC,1
Lerínes,LOC,1
Santidad,LOC,1
Acuña,LOC,1
Tercia,LOC,1
Moscovia,LOC,1
Asaz,LOC,1
Estromera,LOC,1
Aníceta,LOC,1
Anieeta,LOC,1
Onoíre,LOC,1
Yalverdel,LOC,1
Vivel,LOC,1
Cobrada,LOC,1
Valverdo,LOC,1
Almaviva,LOC,1
Nadu,LOC,1
Bespeta,LOC,1
Beñor,LOC,1
Yenía,LOC,1
Frendesval,LOC,1
Cavó,LOC,1
Peñalosa,LOC,1
Valenzuela,LOC,1
Porcuna,LOC,1
Tubalcaín,LOC,1
Berlanga,LOC,1
Lesmes,LOC,1
Miraflores,LOC,1
Abarca,LOC,1
Villaperdida,LOC,1
Loilia,LOC,1
Mafinna,LOC,1
Sixtina,LOC,1
Minghetti-,LOC,1
Papiniano,LOC,1
Sariego,LOC,1
Hortalcza,LOC,1
Tonda,LOC,1
Iránsnochador,LOC,1
Cueute,LOC,1
Leso,LOC,1
Brie,LOC,1
Tibia,LOC,1
Aniseta,LOC,1
Estiba,LOC,1
Villagarcia,LOC,1
Civitella,LOC,1
Tolerad,LOC,1
Peñaflor,LOC,1
Valdecalzanas,LOC,1
Valle-de-Olid,LOC,1
Augsburgo,LOC,1
Calatrao,LOC,1
Princípe,LOC,1
Montigay,LOC,1
Segóvia,LOC,1
Thionville,LOC,1
Termes,LOC,1
Pierre-Pont,LOC,1
Cambresis,LOC,1
-Aragonés,LOC,1
Piali,LOC,1
Lajas,LOC,1
Esplanada,LOC,1
Monjuí,LOC,1
Borne,LOC,1
Palidece,LOC,1
SANDOVAL,LOC,1
Covent-Garden,LOC,1
Scala,LOC,1
Valenciennes,LOC,1
Llosía,LOC,1
Mediaran,LOC,1
abrais,LOC,1
Miramamolin,LOC,1
leia,LOC,1
Gesbec,LOC,1
Dismunda,LOC,1
Nieuport,LOC,1
Cifuentes,LOC,1
Acaudillaba,LOC,1
Cordera,LOC,1
Reocín,LOC,1
Mercadal,LOC,1
Aguijoneado,LOC,1
Vargas,LOC,1
Zaragoza.--Ldo,LOC,1
Medrano.--Dr,LOC,1
Coscon,LOC,1
Albarderia,LOC,1
Villa-Hermosa,LOC,1
Moriz,LOC,1
Vianem,LOC,1
Setentrional,LOC,1
Muley-Abdallá,LOC,1
Voorn,LOC,1
Dordrecht,LOC,1
Roterdam,LOC,1
Países-Bajos,LOC,1
Montigny,LOC,1
Veia,LOC,1
Henao,LOC,1
Andalucia,LOC,1
Alí-Albucacem,LOC,1
Coronada,LOC,1
Hainanlt,LOC,1
Enardecido,LOC,1
Demer,LOC,1
Ullloa,LOC,1
víctirna,LOC,1
Leide,LOC,1
Pasare,LOC,1
barahunda,LOC,1
Oscilaba,LOC,1
Ulua,LOC,1
Peinábase,LOC,1
Ráfagas,LOC,1
Campeche,LOC,1
Señoreaba,LOC,1
Rogome,LOC,1
Tlacotalpan,LOC,1
Tegusco,LOC,1
Tornaba,LOC,1
Colima,LOC,1
Tábano,LOC,1
Arregui,LOC,1
Torrelodones,LOC,1
Becerrea,LOC,1
Langreo,LOC,1
Dominicana,LOC,1
Ulúa,LOC,1
Teudiselo,LOC,1
Chintila,LOC,1
Pampliega,LOC,1
Valle-,LOC,1
Belona,LOC,1
Alarcos,LOC,1
Marne,LOC,1
Capricornio,LOC,1
Géminis,LOC,1
Sagitario,LOC,1
Albarracín,LOC,1
Fontibre,LOC,1
Languedoc,LOC,1
Narbona,LOC,1
Médanos,LOC,1
Recelé,LOC,1
Portugués,LOC,1
Palos,LOC,1
Guanahani,LOC,1
Golconda,LOC,1
Menorca,LOC,1
Lorca,LOC,1
Candela,LOC,1
Moria,LOC,1
Venia,LOC,1
Maldijo,LOC,1
Vara,LOC,1
sabaya,LOC,1
Necesitaria,LOC,1
Nanca,LOC,1
Esplica,LOC,1
Tomais,LOC,1
Mandarán,LOC,1
Corintho,LOC,1
Valdivias,LOC,1
Merendaba,LOC,1
Correo,LOC,1
Diputación,LOC,1
Valdeorras,LOC,1
Benferro,LOC,1
weisen,LOC,1
Colombo,LOC,1
Etiopía,LOC,1
Olerlo,LOC,1
Pareciole,LOC,1
Berghem,LOC,1
Casa-Panadería,LOC,1
Oyoles,LOC,1
Amorraba,LOC,1
Nazcan,LOC,1
Acubilla,LOC,1
Belfort,LOC,1
Padecí,LOC,1
Quito,LOC,1
Aguavelada,LOC,1
Gudesteo,LOC,1
Castillejo,LOC,1
Sardiñeira,LOC,1
Nazaritas,LOC,1
Almonacid,LOC,1
Selim-el-Achmet,LOC,1
Bibrambla,LOC,1
Montonto,LOC,1
Frascuelo,LOC,1
Atarés,LOC,1
Morro,LOC,1
Eton,LOC,1
Dover,LOC,1
Olivo,LOC,1
Ballesta,LOC,1
-Honrada,LOC,1
Cogiola,LOC,1
Tiembla,LOC,1
Perpiñá,LOC,1
Delgada,LOC,1
Ballester-,LOC,1
Abur,LOC,1
Cava-Alta,LOC,1
Arcola,LOC,1
Lupe,LOC,1
Dura-,LOC,1
Encontrola,LOC,1
Gozo,LOC,1
Mazarelos,LOC,1
Pedreguera,LOC,1
Lacia,LOC,1
Hayamos,LOC,1
Serrata,LOC,1
Mazarrón,LOC,1
BUS,LOC,1
Hallase,LOC,1
Noria,LOC,1
Irritábase,LOC,1
Escandinavia,LOC,1
Espigó,LOC,1
Gitana,LOC,1
Malagón,LOC,1
Lwe-go,LOC,1
apuezto,LOC,1
Cambíamelo,LOC,1
EnTriana,LOC,1
Jara-gn,LOC,1
Bazta,LOC,1
Tablatello,LOC,1
Amés,LOC,1
Cabreiros,LOC,1
Souto,LOC,1
Cardeña,LOC,1
Cogulla,LOC,1
Padrón,LOC,1
Padronelo,LOC,1
Tamboga,LOC,1
mi—respondía,LOC,1
Espinosas,LOC,1
Scherazade,LOC,1
Esculles,LOC,1
Tirol,LOC,1
-»Allá,LOC,1
Solimán-el-Acmet,LOC,1
Alí-Belim,LOC,1
Aviado,LOC,1
Bailly-Baillière,LOC,1
Madrás,LOC,1
Masarnau,LOC,1
Shangai,LOC,1
Vasco,LOC,1
Coronado,LOC,1
Carcabuey,LOC,1
Repugna,LOC,1
Gárgaro,LOC,1
Juana-,LOC,1
Valencia-,LOC,1
Argamasillesca,LOC,1
Nobleza,LOC,1
murcia,LOC,1
Cambrí,LOC,1
Moreno-Vallejo,LOC,1
Maldonadas,LOC,1
Tibidabo,LOC,1
Torrero,LOC,1
Oyose,LOC,1
Bayeta,LOC,1
Daganzo,LOC,1
Casa-Trujillo,LOC,1
Cochinchina,LOC,1
Cabrales,LOC,1
Tejera,LOC,1
Osmunda-,LOC,1
Aravaca,LOC,1
Torrellas,LOC,1
Torquemada,LOC,1
Tardecillo,LOC,1
Arango,LOC,1
Coria,LOC,1
Gozosa,LOC,1
Reniegue,LOC,1
escocia,LOC,1
Montemuru,LOC,1
Loterías,LOC,1
Zarzuela-,LOC,1
Hindostán,LOC,1
noria,LOC,1
Guetaria,LOC,1
Alcaraz,LOC,1
Traviatta,LOC,1
braserón,LOC,1
Barcia,LOC,1
Españita,LOC,1
Saint-Emilion,LOC,1
Tarancón,LOC,1
-Aparisi,LOC,1
Turégano,LOC,1
Tocaya,LOC,1
Tumban,LOC,1
Mareaba,LOC,1
Alcarria,LOC,1
Huelva,LOC,1
Achacaba,LOC,1
Coca,LOC,1
Putona,LOC,1
Bicerra,LOC,1
Ahola,LOC,1
Aries,LOC,1
Laffite,LOC,1
guigne,LOC,1
Quelle,LOC,1
Dauphine,LOC,1
Teheran,LOC,1
Ponto-Euxino,LOC,1
Pasagarda,LOC,1
Sasanidas,LOC,1
Bombay,LOC,1
Platea,LOC,1
Paros,LOC,1
Grille,LOC,1
Rouge,LOC,1
Cabourg,LOC,1
Folies-Marigny,LOC,1
Neuilly,LOC,1
Sorero,LOC,1
Medel,LOC,1
Espació,LOC,1
Faye,LOC,1
Decauville,LOC,1
Guayabo,LOC,1
Fuentabra,LOC,1
Estravióse,LOC,1
Ganga,LOC,1
Luqsor,LOC,1
Eibar,LOC,1
-París,LOC,1
Marché,LOC,1
Sarasate,LOC,1
Salope,LOC,1
Cambon,LOC,1
Neurasthénie,LOC,1
Tánger,LOC,1
Virchow-,LOC,1
Palmira,LOC,1
ginebra,LOC,1
beatona,LOC,1
Decoraba,LOC,1
Cristobo,LOC,1
Leria,LOC,1
Balcón,LOC,1
Ciminicerra,LOC,1
Enga,LOC,1
cripta,LOC,1
Aguada,LOC,1
circunvecina,LOC,1
villita,LOC,1
Leiro,LOC,1
Limioso-,LOC,1
Peruchón,LOC,1
Meridional,LOC,1
Bonete,LOC,1
Orejón,LOC,1
Gravina-,LOC,1
Dumanoir-,LOC,1
Mejicana,LOC,1
Torno,LOC,1
Valdés,LOC,1
Ezguerra,LOC,1
Plymouth,LOC,1
Pince,LOC,1
Cretina,LOC,1
Agueda,LOC,1
Rusa,LOC,1
Polar,LOC,1
Vorrei,LOC,1
Guatemala,LOC,1
Guatepeor,LOC,1
Bellegarde,LOC,1
Ulm,LOC,1
Engo,LOC,1
-Mayoral,LOC,1
Eladia,LOC,1
Turbábase,LOC,1
Economizaba,LOC,1
Cicatrizaba,LOC,1
Aplacole,LOC,1
Cerciorábase,LOC,1
Toldaba,LOC,1
Iolos,LOC,1
Tiedra,LOC,1
Gu-temberg,LOC,1
Villafáfila,LOC,1
Noosbasta,LOC,1
Valdescorrieles,LOC,1
Madridl,LOC,1
Recusó,LOC,1
Vicálvaro,LOC,1
Ontoria,LOC,1
Merindad,LOC,1
Leza,LOC,1
Elorza,LOC,1
Ergoy,LOC,1
Ilega,LOC,1
Oroquieta,LOC,1
Consigne,LOC,1
Garci-Fernandez,LOC,1
Envistió,LOC,1
Beg-al-Korax,LOC,1
Apoca,LOC,1
Kaleb-el-Julani,LOC,1
Deyanira,LOC,1
Ahmet-ebn-Sayd,LOC,1
Mojanmet-ebn-abi-Amer-Almanzor,LOC,1
Mudaría,LOC,1
Felonía,LOC,1
Arabiana,LOC,1
Peña-Maldita,LOC,1
Peña-Santa,LOC,1
Al-Madhi-bi-laj,LOC,1
Hescham,LOC,1
Hiram-el-Saleki,LOC,1
Adobar,LOC,1
gavan,LOC,1
Jucef-ebn-Otsman,LOC,1
Arévalo,LOC,1
Lamprea,LOC,1
Almendralejo,LOC,1
Quintañona,LOC,1
Lelia,LOC,1
Hahan,LOC,1
rambla,LOC,1
Nogueit,LOC,1
Constantinia,LOC,1
Mojahmet-ebn-Abi-Amer-Almanzor,LOC,1
al-Manssur,LOC,1
Hariza,LOC,1
Ayela,LOC,1
Abd-el-Rajman,LOC,1
cenia,LOC,1
Bizcaba,LOC,1
presona,LOC,1
Toral,LOC,1
Entavía,LOC,1
Corvillo,LOC,1
Encarna,LOC,1
Sobraba,LOC,1
Quimbambas,LOC,1
Lívida,LOC,1
Lanzagorta-,LOC,1
Casino-,LOC,1
Negaba,LOC,1
Corral,LOC,1
Gibraleón,LOC,1
Belmonte,LOC,1
Adelia,LOC,1
Ilesa,LOC,1
Anie,LOC,1
Erale,LOC,1
Gozaba,LOC,1
Mundano,LOC,1
Arago,LOC,1
Irma,LOC,1
Sobró,LOC,1
Laveran,LOC,1
plage.-Biarritz,LOC,1
Tamaris.-Biarritz,LOC,1
Rocherd,LOC,1
Vierge.-,LOC,1
Grata,LOC,1
-Sidoro,LOC,1
Sidoro,LOC,1
Miremont,LOC,1
Reus,LOC,1
Anabitarte,LOC,1
Ganábanle,LOC,1
Rivernoit,LOC,1
Malecón,LOC,1
Risco,LOC,1
Cala,LOC,1
Aljibes,LOC,1
-España,LOC,1
Spania,LOC,1
Ampurias,LOC,1
Antigua,LOC,1
Ulterior,LOC,1
Laponia,LOC,1
Rasete,LOC,1
Viven,LOC,1
Arroyo,LOC,1
Ibn-Chalikan,LOC,1
Madrugaría,LOC,1
Aurea,LOC,1
Salinas,LOC,1
Leálo,LOC,1
Maraví,LOC,1
Cabo-Frio,LOC,1
Caillemin,LOC,1
Segada,LOC,1
Aires—dijo,LOC,1
Contuso,LOC,1
Asomada,LOC,1
Nijar,LOC,1
Regalé,LOC,1
Cittó,LOC,1
Hita,LOC,1
blancay,LOC,1
Bali,LOC,1
Vilars,LOC,1
VillafLorida,LOC,1
Aran-juez,LOC,1
Mainte-non,LOC,1
bejaraíio,LOC,1
Ri-vadavia,LOC,1
Esacanalla,LOC,1
Liñana,LOC,1
Pingarrona,LOC,1
Sória,LOC,1
Haria,LOC,1
Saint-Michel,LOC,1
Ponlles,LOC,1
Trepaba,LOC,1
Recostaba,LOC,1
Portugal-,LOC,1
Rugía,LOC,1
Macuba,LOC,1
Rondaba,LOC,1
Salomón,LOC,1
Groenlandia,LOC,1
-Albricias,LOC,1
Gomarra,LOC,1
Iboleón,LOC,1
latania,LOC,1
Mimbral,LOC,1
Guadalmina,LOC,1
Roña,LOC,1
Curdin-Club,LOC,1
Arap-el-Yej,LOC,1
Boulogne,LOC,1
L'Enfer,LOC,1
Hendaya,LOC,1
Foire,LOC,1
Miraílas,LOC,1
Tiró,LOC,1
Reá,LOC,1
Brezo,LOC,1
Comia,LOC,1
Madrugo,LOC,1
Ilabia,LOC,1
Carmencilla,LOC,1
Arnica,LOC,1
Lavadle,LOC,1
Sedan,LOC,1
Vénus,LOC,1
Windsor,LOC,1
Teherán,LOC,1
Casa-Malaña,LOC,1
Amazonas,LOC,1
Puerto-Arcas,LOC,1
Montceaux,LOC,1
Arcas,LOC,1
